0.00E+00,0.00E+00
9.97E-01,4.99E+01
2.99E+00,5.01E+01
3.99E+00,5.32E+01
4.09E+00,5.34E+01
4.19E+00,5.36E+01
4.89E+00,5.36E+01
5.98E+00,6.07E+01
6.98E+00,6.07E+01
8.08E+00,6.43E+01
8.97E+00,6.43E+01
9.97E+00,6.79E+01
1.50E+01,6.79E+01
2.49E+01,6.79E+01
3.00E+01,6.78E+01
3.10E+01,7.14E+01
3.30E+01,7.16E+01
3.40E+01,7.50E+01
4.00E+01,7.50E+01
4.50E+01,7.50E+01
4.91E+01,7.52E+01
5.00E+01,7.87E+01
5.49E+01,7.87E+01
5.70E+01,7.89E+01
5.80E+01,8.21E+01
5.99E+01,8.21E+01
6.50E+01,8.21E+01
6.70E+01,8.21E+01
6.80E+01,8.58E+01
7.11E+01,8.60E+01
7.20E+01,8.93E+01
8.10E+01,8.94E+01
8.21E+01,9.65E+01
8.49E+01,9.65E+01
9.89E+01,9.65E+01
1.00E+02,1.00E+02
