0.00E+00,0.00E+00
1.59E+00,1.49E+01
1.81E+00,1.78E+01
2.72E+00,2.02E+01
3.85E+00,2.73E+01
4.54E+00,2.93E+01
5.90E+00,2.89E+01
6.80E+00,3.55E+01
8.84E+00,3.55E+01
9.75E+00,3.97E+01
1.18E+01,3.97E+01
1.38E+01,4.59E+01
2.00E+01,4.67E+01
2.09E+01,5.00E+01
2.47E+01,5.00E+01
2.59E+01,6.07E+01
2.77E+01,6.07E+01
2.99E+01,6.82E+01
3.81E+01,6.82E+01
3.95E+01,7.15E+01
4.51E+01,7.15E+01
4.67E+01,7.48E+01
7.19E+01,7.52E+01
7.30E+01,7.81E+01
9.52E+01,7.85E+01
9.59E+01,8.22E+01
9.89E+01,8.22E+01
1.00E+02,1.00E+02
