0.00E+00,0.00E+00
9.05E-01,4.09E+01
1.81E+00,5.12E+01
2.71E+00,5.25E+01
3.17E+00,5.33E+01
3.62E+00,5.54E+01
4.07E+00,5.74E+01
4.98E+00,5.79E+01
1.29E+01,5.79E+01
1.36E+01,5.95E+01
1.45E+01,6.20E+01
1.61E+01,6.20E+01
1.70E+01,6.32E+01
3.10E+01,6.32E+01
3.21E+01,6.86E+01
3.33E+01,6.86E+01
3.48E+01,7.11E+01
3.60E+01,7.11E+01
3.69E+01,7.23E+01
3.80E+01,7.23E+01
3.96E+01,7.48E+01
4.50E+01,7.48E+01
4.59E+01,7.64E+01
5.07E+01,7.64E+01
5.18E+01,7.77E+01
5.29E+01,7.77E+01
5.38E+01,7.89E+01
5.61E+01,7.89E+01
5.84E+01,8.22E+01
5.90E+01,8.31E+01
6.13E+01,8.31E+01
6.29E+01,8.55E+01
6.43E+01,8.55E+01
6.49E+01,8.68E+01
6.67E+01,8.68E+01
6.86E+01,8.93E+01
7.51E+01,8.93E+01
7.62E+01,9.09E+01
8.51E+01,9.09E+01
8.60E+01,9.21E+01
8.71E+01,9.21E+01
8.85E+01,9.50E+01
8.98E+01,9.63E+01
9.48E+01,9.63E+01
9.52E+01,9.75E+01
9.59E+01,9.88E+01
9.91E+01,9.88E+01
1.00E+02,1.00E+02
