0.00E+00,0.00E+00
1.13E+00,1.07E+01
2.04E+00,1.12E+01
3.17E+00,1.49E+01
3.40E+00,1.86E+01
3.85E+00,2.11E+01
4.76E+00,2.11E+01
5.90E+00,2.48E+01
6.80E+00,2.48E+01
1.04E+01,3.72E+01
1.09E+01,3.88E+01
1.20E+01,3.93E+01
1.41E+01,4.63E+01
2.02E+01,4.67E+01
2.09E+01,5.00E+01
2.68E+01,5.00E+01
2.77E+01,6.16E+01
2.88E+01,6.40E+01
2.99E+01,6.40E+01
3.11E+01,6.82E+01
4.49E+01,6.78E+01
4.58E+01,7.48E+01
5.31E+01,7.56E+01
5.37E+01,7.89E+01
6.10E+01,7.89E+01
6.21E+01,8.22E+01
7.19E+01,8.22E+01
7.30E+01,8.55E+01
8.78E+01,8.55E+01
9.00E+01,9.30E+01
9.77E+01,9.30E+01
1.00E+02,9.96E+01
