0.00E+00,0.00E+00
6.79E-01,3.60E+01
1.13E+00,6.61E+01
1.81E+00,6.61E+01
2.94E+00,7.07E+01
3.39E+00,7.19E+01
3.85E+00,7.23E+01
3.19E+01,7.23E+01
3.39E+01,7.48E+01
3.51E+01,7.48E+01
3.69E+01,7.77E+01
4.41E+01,7.77E+01
4.57E+01,8.02E+01
5.00E+01,8.02E+01
5.50E+01,8.02E+01
5.59E+01,8.14E+01
5.68E+01,8.14E+01
5.79E+01,8.43E+01
6.00E+01,8.43E+01
6.11E+01,8.43E+01
6.20E+01,8.68E+01
6.31E+01,8.68E+01
6.49E+01,8.93E+01
6.70E+01,9.09E+01
7.01E+01,9.09E+01
7.29E+01,9.09E+01
7.49E+01,9.46E+01
8.39E+01,9.46E+01
8.51E+01,9.59E+01
8.69E+01,9.75E+01
8.98E+01,9.75E+01
9.48E+01,9.75E+01
9.59E+01,9.88E+01
9.91E+01,9.88E+01
