0.00E+00,0.00E+00
1.04E+00,4.27E+01
2.95E+00,5.13E+01
5.03E+00,5.41E+01
6.07E+00,5.66E+01
7.80E+00,5.92E+01
9.88E+00,5.92E+01
1.51E+01,5.92E+01
1.99E+01,5.92E+01
2.50E+01,5.92E+01
3.00E+01,5.92E+01
3.19E+01,5.92E+01
3.29E+01,6.33E+01
3.50E+01,6.33E+01
3.69E+01,6.58E+01
3.99E+01,6.58E+01
4.19E+01,6.58E+01
4.30E+01,6.84E+01
4.49E+01,6.84E+01
4.99E+01,6.84E+01
5.11E+01,7.06E+01
5.20E+01,7.37E+01
5.49E+01,7.37E+01
5.58E+01,7.37E+01
5.77E+01,7.75E+01
6.00E+01,7.75E+01
6.20E+01,7.78E+01
6.48E+01,7.88E+01
6.78E+01,8.29E+01
7.00E+01,8.29E+01
7.40E+01,8.29E+01
7.49E+01,8.39E+01
7.59E+01,8.54E+01
7.69E+01,8.54E+01
7.78E+01,8.67E+01
7.89E+01,8.67E+01
7.99E+01,8.80E+01
8.08E+01,8.96E+01
8.49E+01,8.96E+01
8.79E+01,8.96E+01
8.89E+01,9.21E+01
8.99E+01,9.21E+01
9.19E+01,9.21E+01
9.39E+01,9.62E+01
9.50E+01,9.62E+01
9.60E+01,9.87E+01
9.95E+01,9.87E+01
1.00E+02,1.00E+02
