0.00E+00,0.00E+00
1.21E+00,3.48E+01
1.91E+00,3.77E+01
3.29E+00,4.05E+01
3.81E+00,4.30E+01
4.85E+00,4.46E+01
6.93E+00,4.59E+01
7.45E+00,4.94E+01
8.67E+00,5.09E+01
9.88E+00,5.38E+01
1.13E+01,5.47E+01
1.16E+01,5.66E+01
1.25E+01,5.85E+01
1.33E+01,6.11E+01
1.40E+01,6.36E+01
1.49E+01,6.71E+01
1.61E+01,7.12E+01
1.80E+01,7.25E+01
1.99E+01,7.25E+01
2.08E+01,7.37E+01
2.17E+01,7.47E+01
2.27E+01,7.50E+01
2.50E+01,7.50E+01
2.70E+01,7.50E+01
3.00E+01,7.50E+01
3.14E+01,7.63E+01
3.31E+01,7.75E+01
3.50E+01,7.75E+01
3.59E+01,7.88E+01
3.69E+01,8.04E+01
3.78E+01,8.04E+01
3.99E+01,8.16E+01
4.12E+01,8.16E+01
4.26E+01,8.16E+01
4.38E+01,8.26E+01
4.51E+01,8.29E+01
4.71E+01,8.29E+01
4.87E+01,8.39E+01
4.99E+01,8.42E+01
5.15E+01,8.48E+01
5.36E+01,8.54E+01
5.49E+01,8.58E+01
5.74E+01,8.73E+01
6.00E+01,8.80E+01
6.31E+01,8.83E+01
6.50E+01,8.83E+01
6.59E+01,8.92E+01
6.71E+01,8.92E+01
6.98E+01,8.96E+01
7.23E+01,8.96E+01
7.50E+01,8.96E+01
7.76E+01,8.96E+01
7.97E+01,8.96E+01
8.15E+01,8.96E+01
8.49E+01,8.96E+01
8.99E+01,8.96E+01
9.27E+01,9.05E+01
9.48E+01,9.34E+01
9.71E+01,9.34E+01
9.84E+01,9.34E+01
9.95E+01,9.56E+01
1.00E+02,1.00E+02
