0.00E+00,0.00E+00
3.99E-01,3.64E+00
4.99E-01,6.38E+00
6.98E-01,9.11E+00
9.97E-01,1.17E+01
1.10E+00,1.42E+01
1.20E+00,1.69E+01
1.40E+00,2.24E+01
1.50E+00,2.50E+01
1.60E+00,2.79E+01
1.69E+00,3.04E+01
1.79E+00,3.30E+01
1.89E+00,3.57E+01
2.49E+00,3.75E+01
2.59E+00,3.77E+01
2.69E+00,3.79E+01
3.29E+00,3.86E+01
3.99E+00,3.97E+01
4.59E+00,4.12E+01
4.89E+00,4.21E+01
4.99E+00,4.23E+01
6.08E+00,4.23E+01
6.98E+00,4.35E+01
7.88E+00,4.46E+01
8.57E+00,4.55E+01
8.97E+00,4.61E+01
9.97E+00,4.61E+01
1.25E+01,4.61E+01
1.34E+01,4.66E+01
1.42E+01,4.77E+01
1.50E+01,4.86E+01
1.51E+01,4.88E+01
1.65E+01,4.88E+01
1.74E+01,4.88E+01
1.90E+01,4.88E+01
2.00E+01,4.88E+01
2.05E+01,5.03E+01
2.10E+01,5.14E+01
2.25E+01,5.14E+01
2.35E+01,5.14E+01
2.51E+01,5.14E+01
2.65E+01,5.14E+01
2.77E+01,5.14E+01
2.88E+01,5.14E+01
3.00E+01,5.14E+01
3.20E+01,5.14E+01
3.49E+01,5.14E+01
3.56E+01,5.30E+01
3.57E+01,5.32E+01
3.57E+01,5.34E+01
3.58E+01,5.36E+01
3.60E+01,5.39E+01
3.75E+01,5.39E+01
3.91E+01,5.39E+01
4.01E+01,5.39E+01
4.17E+01,5.39E+01
4.27E+01,5.39E+01
4.50E+01,5.39E+01
4.69E+01,5.39E+01
5.00E+01,5.39E+01
5.50E+01,5.39E+01
5.70E+01,5.41E+01
5.79E+01,5.52E+01
5.99E+01,5.54E+01
6.19E+01,5.54E+01
6.46E+01,5.54E+01
6.54E+01,5.59E+01
6.55E+01,5.61E+01
6.56E+01,5.61E+01
6.57E+01,5.63E+01
6.58E+01,5.65E+01
6.59E+01,5.66E+01
6.61E+01,5.66E+01
6.66E+01,5.66E+01
6.75E+01,5.66E+01
6.80E+01,5.66E+01
6.81E+01,5.68E+01
6.82E+01,5.70E+01
6.83E+01,5.70E+01
6.84E+01,5.72E+01
6.85E+01,5.74E+01
6.86E+01,5.74E+01
6.87E+01,5.76E+01
7.00E+01,5.79E+01
7.22E+01,5.81E+01
7.30E+01,5.92E+01
7.42E+01,5.92E+01
7.58E+01,5.92E+01
7.70E+01,6.05E+01
8.01E+01,6.05E+01
8.09E+01,6.17E+01
8.24E+01,6.19E+01
8.49E+01,6.19E+01
8.75E+01,6.19E+01
8.90E+01,6.32E+01
9.11E+01,6.34E+01
9.16E+01,6.41E+01
9.23E+01,6.50E+01
9.28E+01,6.56E+01
9.31E+01,6.63E+01
9.36E+01,6.74E+01
9.39E+01,6.83E+01
9.40E+01,6.85E+01
9.50E+01,6.85E+01
9.55E+01,6.92E+01
9.58E+01,6.96E+01
9.59E+01,6.98E+01
9.64E+01,6.98E+01
9.72E+01,7.01E+01
9.81E+01,7.14E+01
9.89E+01,7.23E+01
9.90E+01,7.25E+01
9.90E+01,7.27E+01
9.90E+01,7.30E+01
9.90E+01,7.32E+01
9.90E+01,7.34E+01
9.90E+01,7.36E+01
9.90E+01,7.49E+01
9.90E+01,7.63E+01
9.91E+01,7.76E+01
9.92E+01,7.78E+01
9.92E+01,7.80E+01
9.92E+01,7.83E+01
9.92E+01,7.85E+01
9.92E+01,7.87E+01
9.92E+01,7.91E+01
9.92E+01,8.01E+01
9.93E+01,8.03E+01
9.93E+01,8.05E+01
9.93E+01,8.11E+01
9.93E+01,8.16E+01
9.94E+01,8.29E+01
9.94E+01,8.36E+01
9.94E+01,8.43E+01
9.94E+01,8.56E+01
9.95E+01,8.58E+01
9.95E+01,8.63E+01
9.95E+01,8.71E+01
9.95E+01,8.83E+01
9.96E+01,8.96E+01
9.97E+01,9.11E+01
9.97E+01,9.25E+01
9.98E+01,9.36E+01
9.98E+01,9.51E+01
9.99E+01,9.73E+01
1.00E+02,1.00E+02
